"Entity","Code","Year","Share.of.youth.not.in.education..employment.or.training..total....of.youth.population.","Continent"
"Romania","ROU",2012,16.81,"Europe"
"Romania","ROU",2013,16.96,"Europe"
"Romania","ROU",2014,17.01,"Europe"
"Romania","ROU",2015,18.08,"Europe"
"Romania","ROU",2016,17.38,"Europe"
"Romania","ROU",2017,15.15,"Europe"
"Romania","ROU",2018,14.52,"Europe"
"Romania","ROU",2019,14.66,"Europe"
"Romania","ROU",2020,14.75,"Europe"
"Romania","ROU",2021,18.02,"Europe"
"Russia","RUS",2009,14.08,"Europe"
"Russia","RUS",2010,14.21,"Europe"
"Russia","RUS",2011,12.69,"Europe"
"Russia","RUS",2012,11.99,"Europe"
"Russia","RUS",2013,11.82,"Europe"
"Russia","RUS",2014,12.03,"Europe"
"Russia","RUS",2015,12.03,"Europe"
"Russia","RUS",2016,12.41,"Europe"
"Rwanda","RWA",2014,5.16,"Africa"
"Rwanda","RWA",2017,25.59,"Africa"
"Rwanda","RWA",2018,26.3,"Africa"
"Rwanda","RWA",2019,28.55,"Africa"
"Rwanda","RWA",2020,26.14,"Africa"
"Rwanda","RWA",2021,29.05,"Africa"
"Saint Lucia","LCA",2017,33.76,"North America"
"Saint Lucia","LCA",2018,32.49,"North America"
"Saint Lucia","LCA",2019,29.94,"North America"
"Saint Lucia","LCA",2020,35.41,"North America"
"Saint Lucia","LCA",2021,39.2,"North America"
"Saint Lucia","LCA",2022,27.09,"North America"
"Samoa","WSM",2012,39.06,"Oceania"
"Samoa","WSM",2017,28.74,"Oceania"
"Saudi Arabia","SAU",2019,15.6,"Asia"
"Saudi Arabia","SAU",2020,20.32,"Asia"
"Saudi Arabia","SAU",2021,19.22,"Asia"
"Senegal","SEN",2015,36.26,"Africa"
"Senegal","SEN",2016,29.52,"Africa"
"Senegal","SEN",2017,35.52,"Africa"
"Senegal","SEN",2018,39.69,"Africa"
"Senegal","SEN",2019,33.9,"Africa"
"Serbia","SRB",2008,20.32,"Europe"
"Serbia","SRB",2009,21.61,"Europe"
"Serbia","SRB",2010,21.2,"Europe"
"Serbia","SRB",2011,21.6,"Europe"
"Serbia","SRB",2012,21.65,"Europe"
"Serbia","SRB",2013,19.79,"Europe"
"Serbia","SRB",2014,21,"Europe"
"Serbia","SRB",2015,20.36,"Europe"
"Serbia","SRB",2016,18.08,"Europe"
"Serbia","SRB",2017,17.58,"Europe"
"Serbia","SRB",2018,16.98,"Europe"
"Serbia","SRB",2019,15.66,"Europe"
"Serbia","SRB",2020,16.18,"Europe"
"Serbia","SRB",2021,16.05,"Europe"
"Seychelles","SYC",2019,21.82,"Africa"
"Seychelles","SYC",2020,26.01,"Africa"
"Sierra Leone","SLE",2003,21.13,"Africa"
"Sierra Leone","SLE",2014,32.31,"Africa"
"Sierra Leone","SLE",2018,33.17,"Africa"
"Singapore","SGP",2013,3.7,"Asia"
"Singapore","SGP",2014,3.6,"Asia"
"Singapore","SGP",2015,3.6,"Asia"
"Singapore","SGP",2016,4.1,"Asia"
"Singapore","SGP",2017,4.5,"Asia"
"Singapore","SGP",2018,4.3,"Asia"
"Singapore","SGP",2019,4.13,"Asia"
"Singapore","SGP",2020,4.46,"Asia"
"Singapore","SGP",2021,6.2,"Asia"
"Slovakia","SVK",2003,19.97,"Europe"
"Slovakia","SVK",2004,19.45,"Europe"
"Slovakia","SVK",2005,16.86,"Europe"
"Slovakia","SVK",2006,13.92,"Europe"
"Slovakia","SVK",2007,11.63,"Europe"
"Slovakia","SVK",2008,11.43,"Europe"
"Slovakia","SVK",2009,12.96,"Europe"
"Slovakia","SVK",2010,14.57,"Europe"
"Slovakia","SVK",2011,14.31,"Europe"
"Slovakia","SVK",2012,14.37,"Europe"
"Slovakia","SVK",2013,14.26,"Europe"
"Slovakia","SVK",2014,14.07,"Europe"
"Slovakia","SVK",2015,13.97,"Europe"
"Slovakia","SVK",2016,12.69,"Europe"
"Slovakia","SVK",2017,12.33,"Europe"
"Slovakia","SVK",2018,10.41,"Europe"
"Slovakia","SVK",2019,10.48,"Europe"
"Slovakia","SVK",2020,10.75,"Europe"
"Slovakia","SVK",2021,11.08,"Europe"
"Slovenia","SVN",2003,8,"Europe"
"Slovenia","SVN",2004,7.73,"Europe"
"Slovenia","SVN",2005,8.93,"Europe"
"Slovenia","SVN",2006,8.52,"Europe"
"Slovenia","SVN",2007,6.7,"Europe"
"Slovenia","SVN",2008,6.5,"Europe"
"Slovenia","SVN",2009,7.46,"Europe"
"Slovenia","SVN",2010,7.11,"Europe"
"Slovenia","SVN",2011,7.08,"Europe"
"Slovenia","SVN",2012,9.28,"Europe"
"Slovenia","SVN",2013,9.24,"Europe"
"Slovenia","SVN",2014,9.42,"Europe"
"Slovenia","SVN",2015,9.51,"Europe"
"Slovenia","SVN",2016,8.03,"Europe"
"Slovenia","SVN",2017,6.52,"Europe"
"Slovenia","SVN",2018,6.62,"Europe"
"Slovenia","SVN",2019,7.03,"Europe"
"Slovenia","SVN",2020,7.68,"Europe"
"Slovenia","SVN",2021,6.6,"Europe"
"Solomon Islands","SLB",2013,7.04,"Oceania"
"Somalia","SOM",2019,43.73,"Africa"
"South Africa","ZAF",2000,31.79,"Africa"
"South Africa","ZAF",2001,34.65,"Africa"
"South Africa","ZAF",2002,35.69,"Africa"
"South Africa","ZAF",2003,36.58,"Africa"
"South Africa","ZAF",2004,35.39,"Africa"
"South Africa","ZAF",2005,34.42,"Africa"
"South Africa","ZAF",2006,33.38,"Africa"
"South Africa","ZAF",2007,32.63,"Africa"
"South Africa","ZAF",2013,30.34,"Africa"
"South Africa","ZAF",2014,29.93,"Africa"
"South Africa","ZAF",2015,28.97,"Africa"
"South Africa","ZAF",2016,29.31,"Africa"
"South Africa","ZAF",2017,28.88,"Africa"
"South Africa","ZAF",2018,29.6,"Africa"
"South Africa","ZAF",2019,30.57,"Africa"
"South Africa","ZAF",2020,29.88,"Africa"
"South Africa","ZAF",2021,30.6,"Africa"
"South Africa","ZAF",2022,32.92,"Africa"
"South Asia (WB)","",1994,38.4,NA
"South Asia (WB)","",2000,32.71,NA
"South Asia (WB)","",2004,26.13,NA
"South Asia (WB)","",2005,35.495632,NA
"South Asia (WB)","",2010,29.293587,NA
"South Asia (WB)","",2012,26.86,NA
"South Asia (WB)","",2018,30.75024,NA
"South Asia (WB)","",2019,30.863323,NA
"South Asia (WB)","",2020,31.261322,NA
"South Asia (WB)","",2021,29.873436,NA
"Spain","ESP",2003,11.69,"Europe"
"Spain","ESP",2004,11.76,"Europe"
"Spain","ESP",2005,12.96,"Europe"
"Spain","ESP",2006,11.83,"Europe"
"Spain","ESP",2007,12.03,"Europe"
"Spain","ESP",2008,14.25,"Europe"
"Spain","ESP",2009,18.09,"Europe"
"Spain","ESP",2010,17.81,"Europe"
"Spain","ESP",2011,18.25,"Europe"
"Spain","ESP",2012,18.6,"Europe"
"Spain","ESP",2013,18.63,"Europe"
"Spain","ESP",2014,17.14,"Europe"
"Spain","ESP",2015,15.64,"Europe"
"Spain","ESP",2016,14.62,"Europe"
"Spain","ESP",2017,13.32,"Europe"
"Spain","ESP",2018,12.45,"Europe"
"Spain","ESP",2019,12.13,"Europe"
"Spain","ESP",2020,13.88,"Europe"
"Spain","ESP",2021,10.97,"Europe"
"Sri Lanka","LKA",2010,26.68,"Asia"
"Sri Lanka","LKA",2011,26.52,"Asia"
"Sri Lanka","LKA",2013,27.46,"Asia"
"Sri Lanka","LKA",2014,28.8,"Asia"
"Sri Lanka","LKA",2015,26.63,"Asia"
"Sri Lanka","LKA",2016,27.09,"Asia"
"Sri Lanka","LKA",2017,24.72,"Asia"
"Sri Lanka","LKA",2018,24.18,"Asia"
"Sri Lanka","LKA",2019,21.21,"Asia"
"Sri Lanka","LKA",2020,21.51,"Asia"
"Sudan","SDN",2011,33.09,"Africa"
"Suriname","SUR",2016,18.19,"South America"
"Sweden","SWE",2003,6.51,"Europe"
"Sweden","SWE",2004,7.88,"Europe"
"Sweden","SWE",2005,14.16,"Europe"
"Sweden","SWE",2006,9.34,"Europe"
"Sweden","SWE",2007,7.48,"Europe"
"Sweden","SWE",2008,7.82,"Europe"
"Sweden","SWE",2009,9.6,"Europe"
"Sweden","SWE",2010,7.67,"Europe"
"Sweden","SWE",2011,7.53,"Europe"
"Sweden","SWE",2012,7.83,"Europe"
"Sweden","SWE",2013,7.44,"Europe"
"Sweden","SWE",2014,7.16,"Europe"
"Sweden","SWE",2015,6.72,"Europe"
"Sweden","SWE",2016,6.48,"Europe"
"Sweden","SWE",2017,6.15,"Europe"
"Sweden","SWE",2018,6.02,"Europe"
"Sweden","SWE",2019,5.48,"Europe"
"Sweden","SWE",2020,6.46,"Europe"
"Sweden","SWE",2021,5.07,"Europe"
"Switzerland","CHE",1991,9.33,"Europe"
"Switzerland","CHE",1992,8.8,"Europe"
"Switzerland","CHE",1993,9.95,"Europe"
"Switzerland","CHE",1994,11.12,"Europe"
"Switzerland","CHE",1995,10.35,"Europe"
"Switzerland","CHE",1996,6.21,"Europe"
"Switzerland","CHE",1997,6.69,"Europe"
"Switzerland","CHE",1998,6.53,"Europe"
"Switzerland","CHE",1999,6.22,"Europe"
"Switzerland","CHE",2000,5.76,"Europe"
"Switzerland","CHE",2001,6.24,"Europe"
"Switzerland","CHE",2002,6.7,"Europe"
"Switzerland","CHE",2003,8.63,"Europe"
"Switzerland","CHE",2004,7.98,"Europe"
"Switzerland","CHE",2005,8.67,"Europe"
"Switzerland","CHE",2006,8.57,"Europe"
"Switzerland","CHE",2007,7.86,"Europe"
"Switzerland","CHE",2008,8.03,"Europe"
"Switzerland","CHE",2009,8.44,"Europe"
"Switzerland","CHE",2010,8.45,"Europe"
"Switzerland","CHE",2011,7.91,"Europe"
"Switzerland","CHE",2012,8.8,"Europe"
"Switzerland","CHE",2013,9.58,"Europe"
"Switzerland","CHE",2014,9.11,"Europe"
"Switzerland","CHE",2015,9.35,"Europe"
"Switzerland","CHE",2016,8.67,"Europe"
"Switzerland","CHE",2017,8.13,"Europe"
"Switzerland","CHE",2018,7.93,"Europe"
"Switzerland","CHE",2019,7.71,"Europe"
"Switzerland","CHE",2020,8.62,"Europe"
"Switzerland","CHE",2021,9.89,"Europe"
"Tajikistan","TJK",2003,31.91,"Asia"
"Tajikistan","TJK",2007,38.32,"Asia"
"Tajikistan","TJK",2009,42.2,"Asia"
"Tanzania","TZA",2001,12.15,"Africa"
"Tanzania","TZA",2005,9.01,"Africa"
"Tanzania","TZA",2006,9.01,"Africa"
"Tanzania","TZA",2010,14.87,"Africa"
"Tanzania","TZA",2012,10.94,"Africa"
"Tanzania","TZA",2014,14.93,"Africa"
"Tanzania","TZA",2020,14.35,"Africa"
"Thailand","THA",2000,10.44,"Asia"
"Thailand","THA",2007,10.15,"Asia"
"Thailand","THA",2009,13.71,"Asia"
"Thailand","THA",2010,12.52,"Asia"
"Thailand","THA",2011,12.55,"Asia"
"Thailand","THA",2012,12.85,"Asia"
"Thailand","THA",2013,14.37,"Asia"
"Thailand","THA",2014,13.32,"Asia"
"Thailand","THA",2015,13.59,"Asia"
"Thailand","THA",2016,14.97,"Asia"
"Thailand","THA",2017,15.59,"Asia"
"Thailand","THA",2018,14.78,"Asia"
"Thailand","THA",2019,14.88,"Asia"
"Thailand","THA",2020,15.13,"Asia"
"Thailand","THA",2021,14.75,"Asia"
"Togo","TGO",2006,9.81,"Africa"
"Togo","TGO",2011,11.23,"Africa"
"Togo","TGO",2015,17.76,"Africa"
"Togo","TGO",2017,25.08,"Africa"
"Tonga","TON",2018,27.92,"Oceania"
"Tonga","TON",2021,18.68,"Oceania"
"Trinidad and Tobago","TTO",2013,52.05,"North America"
"Trinidad and Tobago","TTO",2019,14.61,"North America"
"Trinidad and Tobago","TTO",2020,17.06,"North America"
"Trinidad and Tobago","TTO",2021,15.46,"North America"
"Tunisia","TUN",2010,25.23,"Africa"
"Tunisia","TUN",2014,31.5,"Africa"
"Turkey","TUR",2000,39.65,"Asia"
"Turkey","TUR",2001,40.43,"Asia"
"Turkey","TUR",2002,41.14,"Asia"
"Turkey","TUR",2003,41.4,"Asia"
"Turkey","TUR",2004,42.56,"Asia"
"Turkey","TUR",2005,42.56,"Asia"
"Turkey","TUR",2006,38.55,"Asia"
"Turkey","TUR",2007,39.22,"Asia"
"Turkey","TUR",2008,37.02,"Asia"
"Turkey","TUR",2009,34.94,"Asia"
"Turkey","TUR",2010,32.29,"Asia"
"Turkey","TUR",2011,29.56,"Asia"
"Turkey","TUR",2012,28.72,"Asia"
"Turkey","TUR",2013,25.53,"Asia"
"Turkey","TUR",2014,24.79,"Asia"
"Turkey","TUR",2015,23.89,"Asia"
"Turkey","TUR",2016,23.95,"Asia"
"Turkey","TUR",2017,24.18,"Asia"
"Turkey","TUR",2018,24.41,"Asia"
"Turkey","TUR",2019,26.02,"Asia"
"Turkey","TUR",2020,28.32,"Asia"
"Turkey","TUR",2021,24.75,"Asia"
"Tuvalu","TUV",2016,34.26,"Oceania"
"Tuvalu","TUV",2017,45.54,"Oceania"
"Uganda","UGA",2009,6.95,"Africa"
"Uganda","UGA",2012,14.53,"Africa"
"Uganda","UGA",2013,5.91,"Africa"
"Uganda","UGA",2017,19.2,"Africa"
"Uganda","UGA",2021,13.8,"Africa"
"Ukraine","UKR",2014,19.98,"Europe"
"Ukraine","UKR",2015,17.63,"Europe"
"Ukraine","UKR",2016,18.26,"Europe"
"Ukraine","UKR",2017,16.47,"Europe"
"United Arab Emirates","ARE",2021,10.72,"Asia"
"United Kingdom","GBR",2004,5.45,"Europe"
"United Kingdom","GBR",2005,8.42,"Europe"
"United Kingdom","GBR",2006,8.55,"Europe"
"United Kingdom","GBR",2007,11.9,"Europe"
"United Kingdom","GBR",2008,12.09,"Europe"
"United Kingdom","GBR",2009,13.22,"Europe"
"United Kingdom","GBR",2010,13.62,"Europe"
"United Kingdom","GBR",2011,14.24,"Europe"
"United Kingdom","GBR",2012,13.88,"Europe"
"United Kingdom","GBR",2013,13.24,"Europe"
"United Kingdom","GBR",2014,11.86,"Europe"
"United Kingdom","GBR",2015,11.05,"Europe"
"United Kingdom","GBR",2016,10.89,"Europe"
"United Kingdom","GBR",2017,10.31,"Europe"
"United Kingdom","GBR",2018,10.45,"Europe"
"United Kingdom","GBR",2019,10.52,"Europe"
"United States","USA",1994,15.29,"North America"
"United States","USA",1995,15.03,"North America"
"United States","USA",1996,14.37,"North America"
"United States","USA",1997,13.38,"North America"
"United States","USA",1998,12.66,"North America"
"United States","USA",1999,12.47,"North America"
"United States","USA",2000,12.39,"North America"
"United States","USA",2001,12.94,"North America"
"United States","USA",2002,13.43,"North America"
"United States","USA",2003,13.61,"North America"
"United States","USA",2004,13.14,"North America"
"United States","USA",2005,13.15,"North America"
"United States","USA",2006,12.46,"North America"
"United States","USA",2007,12.29,"North America"
"United States","USA",2008,13.03,"North America"
"United States","USA",2009,15.03,"North America"
"United States","USA",2010,15.23,"North America"
"United States","USA",2011,14.41,"North America"
"United States","USA",2012,13.91,"North America"
"United States","USA",2013,14.38,"North America"
"United States","USA",2014,13.39,"North America"
"United States","USA",2015,12.44,"North America"
"United States","USA",2016,12.02,"North America"
"United States","USA",2017,10.97,"North America"
"United States","USA",2018,10.92,"North America"
"United States","USA",2019,10.41,"North America"
"United States","USA",2020,13.89,"North America"
"United States","USA",2021,12.2,"North America"
"United States","USA",2022,11.24,"North America"
"Uruguay","URY",1998,20.85,"South America"
"Uruguay","URY",1999,21.41,"South America"
"Uruguay","URY",2000,22.99,"South America"
"Uruguay","URY",2001,21.1,"South America"
"Uruguay","URY",2002,22.47,"South America"
"Uruguay","URY",2003,22.01,"South America"
"Uruguay","URY",2004,19.66,"South America"
"Uruguay","URY",2005,19.25,"South America"
"Uruguay","URY",2006,20.55,"South America"
"Uruguay","URY",2007,19.66,"South America"
"Uruguay","URY",2008,18.79,"South America"
"Uruguay","URY",2009,17.85,"South America"
"Uruguay","URY",2010,18.12,"South America"
"Uruguay","URY",2011,17.16,"South America"
"Uruguay","URY",2012,17.73,"South America"
"Uruguay","URY",2013,18.04,"South America"
"Uruguay","URY",2014,18.15,"South America"
"Uruguay","URY",2015,18.73,"South America"
"Uruguay","URY",2016,18.68,"South America"
"Uruguay","URY",2017,17.87,"South America"
"Uruguay","URY",2018,17.95,"South America"
"Uruguay","URY",2019,17.58,"South America"
"Uruguay","URY",2021,14.92,"South America"
"Uruguay","URY",2022,14.26,"South America"
"Vanuatu","VUT",2006,24.24,"Oceania"
"Vanuatu","VUT",2009,26.33,"Oceania"
"Vanuatu","VUT",2010,31.85,"Oceania"
"Vanuatu","VUT",2019,34.5,"Oceania"
"Vanuatu","VUT",2020,47.53,"Oceania"
"Venezuela","VEN",2005,25.5,"South America"
"Venezuela","VEN",2006,24.45,"South America"
"Venezuela","VEN",2007,23.39,"South America"
"Venezuela","VEN",2008,23.49,"South America"
"Venezuela","VEN",2009,20.85,"South America"
"Venezuela","VEN",2010,18.8,"South America"
"Venezuela","VEN",2011,18.91,"South America"
"Venezuela","VEN",2012,19.63,"South America"
"Venezuela","VEN",2016,20.25,"South America"
"Venezuela","VEN",2017,22.85,"South America"
"Venezuela","VEN",2020,37.13,"South America"
"Vietnam","VNM",2007,10.67,"Asia"
"Vietnam","VNM",2009,10.27,"Asia"
"Vietnam","VNM",2010,8.24,"Asia"
"Vietnam","VNM",2011,8.29,"Asia"
"Vietnam","VNM",2012,9.84,"Asia"
"Vietnam","VNM",2013,10.58,"Asia"
"Vietnam","VNM",2014,10.54,"Asia"
"Vietnam","VNM",2015,10.99,"Asia"
"Vietnam","VNM",2016,10.92,"Asia"
"Vietnam","VNM",2017,11.12,"Asia"
"Vietnam","VNM",2018,10.09,"Asia"
"Vietnam","VNM",2019,13.24,"Asia"
"Vietnam","VNM",2020,14.18,"Asia"
"Vietnam","VNM",2021,14.93,"Asia"
"Vietnam","VNM",2022,11.32,"Asia"
"Yemen","YEM",2014,44.77,"Asia"
"Zambia","ZMB",2008,12.94,"Africa"
"Zambia","ZMB",2017,42.83,"Africa"
"Zambia","ZMB",2018,32.83,"Africa"
"Zambia","ZMB",2019,32.54,"Africa"
"Zambia","ZMB",2020,31.05,"Africa"
"Zambia","ZMB",2021,31.36,"Africa"
"Zimbabwe","ZWE",2011,17.26,"Africa"
"Zimbabwe","ZWE",2014,16.56,"Africa"
"Zimbabwe","ZWE",2019,29.37,"Africa"
"Zimbabwe","ZWE",2021,30.43,"Africa"
